2020-02-13 14:13:36 engine.py[line:29]                   INFO: 开始运行时间：2020-02-13 14:13:36.522802
2020-02-16 00:19:23 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456004/>
2020-02-16 00:19:23 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456014/>
2020-02-16 00:19:23 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455653/>
2020-02-16 00:19:23 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455997/>
2020-02-16 00:19:23 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 00:19:23.503770
2020-02-16 00:19:23 engine.py[line:52]                   INFO: 耗时：0.88
2020-02-16 00:19:23 engine.py[line:53]                   INFO: 一共获取了请求：25个
2020-02-16 00:19:23 engine.py[line:54]                   INFO: 重复的请求：2个
2020-02-16 00:19:23 engine.py[line:55]                   INFO: 成功的请求：25个
2020-02-16 00:19:38 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 00:19:38.732641
2020-02-16 00:19:38 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B910>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB50>}
2020-02-16 00:19:38 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 00:19:38 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 00:19:38 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316030>, <pipelines.DoubanPipeline object at 0x03316110>]
2020-02-16 00:19:38 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:19:38 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:19:38 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 00:19:39 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:19:39 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:19:39 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455653/>
2020-02-16 00:19:39 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455318/>
2020-02-16 00:19:39 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 00:19:39.637692
2020-02-16 00:19:39 engine.py[line:52]                   INFO: 耗时：0.91
2020-02-16 00:19:39 engine.py[line:53]                   INFO: 一共获取了请求：25个
2020-02-16 00:19:39 engine.py[line:54]                   INFO: 重复的请求：2个
2020-02-16 00:19:39 engine.py[line:55]                   INFO: 成功的请求：23个
2020-02-16 00:19:39 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/684986/>
2020-02-16 13:14:01 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 13:14:01.984686
2020-02-16 13:14:01 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B8D0>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB10>}
2020-02-16 13:14:01 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 13:14:01 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 13:14:01 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316030>, <pipelines.DoubanPipeline object at 0x033160D0>]
2020-02-16 13:14:01 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 13:14:01.998687
2020-02-16 13:14:01 engine.py[line:52]                   INFO: 耗时：0.01
2020-02-16 13:14:02 engine.py[line:53]                   INFO: 一共获取了请求：0个
2020-02-16 13:14:02 engine.py[line:54]                   INFO: 重复的请求：0个
2020-02-16 13:14:02 engine.py[line:55]                   INFO: 成功的请求：1个
2020-02-16 13:23:17 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 13:23:17.855480
2020-02-16 13:23:17 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B8F0>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB30>}
2020-02-16 13:23:17 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 13:23:17 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 13:23:17 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316030>, <pipelines.DoubanPipeline object at 0x033160F0>]
2020-02-16 13:23:17 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:23:17 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:23:37 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 13:23:37.018576
2020-02-16 13:23:37 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B950>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB90>}
2020-02-16 13:23:37 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 13:23:37 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 13:23:37 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316070>, <pipelines.DoubanPipeline object at 0x03316150>]
2020-02-16 13:23:37 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:23:37 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:23:53 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-16 13:23:54 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455653/>
2020-02-16 13:23:58 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/684986/>
2020-02-16 13:23:58 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 13:24:00 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455318/>
2020-02-16 13:24:02 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/818751/>
2020-02-16 13:24:04 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449701/>
2020-02-16 13:24:04 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 13:24:04.733161
2020-02-16 13:24:04 engine.py[line:52]                   INFO: 耗时：27.71
2020-02-16 13:24:04 engine.py[line:53]                   INFO: 一共获取了请求：20个
2020-02-16 13:24:04 engine.py[line:54]                   INFO: 重复的请求：4个
2020-02-16 13:24:04 engine.py[line:55]                   INFO: 成功的请求：16个
2020-02-16 13:24:42 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 13:24:42.842341
2020-02-16 13:24:42 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B950>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB90>}
2020-02-16 13:24:42 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 13:24:42 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 13:24:42 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316070>, <pipelines.DoubanPipeline object at 0x03316150>]
2020-02-16 13:24:42 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:24:42 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:24:53 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 13:26:16 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 13:26:16.706710
2020-02-16 13:26:16 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B930>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB70>}
2020-02-16 13:26:16 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 13:26:16 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 13:26:16 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316050>, <pipelines.DoubanPipeline object at 0x03316130>]
2020-02-16 13:26:16 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:26:16 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:26:37 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 13:26:53 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-16 13:26:57 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 13:26:57.796060
2020-02-16 13:26:57 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0332B950>, 'doubai': <spiders.douban.DoubanSpider object at 0x0332BB90>}
2020-02-16 13:26:57 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 13:26:57 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 13:26:57 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03336070>, <pipelines.DoubanPipeline object at 0x03336150>]
2020-02-16 13:26:57 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:26:57 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:27:06 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 13:27:12 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 13:27:12 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-16 13:27:21 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455997/>
2020-02-16 13:27:21 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456014/>
2020-02-16 13:27:31 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455998/>
2020-02-16 13:27:34 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686763/>
2020-02-16 13:27:36 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/819114/>
2020-02-16 13:27:38 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455011/>
2020-02-16 13:27:38 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 13:27:38.015360
2020-02-16 13:27:38 engine.py[line:52]                   INFO: 耗时：40.22
2020-02-16 13:27:38 engine.py[line:53]                   INFO: 一共获取了请求：45个
2020-02-16 13:27:38 engine.py[line:54]                   INFO: 重复的请求：6个
2020-02-16 13:27:38 engine.py[line:55]                   INFO: 成功的请求：39个
2020-02-16 13:30:15 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 13:30:15.921392
2020-02-16 13:30:15 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B950>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB90>}
2020-02-16 13:30:15 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 13:30:15 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 13:30:15 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316070>, <pipelines.DoubanPipeline object at 0x03316150>]
2020-02-16 13:30:15 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:30:15 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:30:17 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 13:30:19 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 13:30:22 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-16 13:30:26 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456014/>
2020-02-16 13:30:27 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455997/>
2020-02-16 13:30:27 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 13:30:27.532056
2020-02-16 13:30:27 engine.py[line:52]                   INFO: 耗时：11.61
2020-02-16 13:30:27 engine.py[line:53]                   INFO: 一共获取了请求：25个
2020-02-16 13:30:27 engine.py[line:54]                   INFO: 重复的请求：2个
2020-02-16 13:30:27 engine.py[line:55]                   INFO: 成功的请求：23个
2020-02-16 13:30:46 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 13:30:46.729154
2020-02-16 13:30:46 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B950>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB90>}
2020-02-16 13:30:46 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 13:30:46 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 13:30:46 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316070>, <pipelines.DoubanPipeline object at 0x03316150>]
2020-02-16 13:30:46 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:30:46 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 13:30:47 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 13:30:50 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 13:30:53 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456004/>
